
<778111;1;-74.0638603;4.672734;0.19438438841378688;1;2017-02-17 15:57:44;510>
<567891;1;-74.0638125;4.6725432;1.1663063304827213;1;2017-02-17 16:03:16;510>
<123456;1;-74.0639172;4.6725153;0.6414684875586033;1;2017-02-17 16:08:28;510>
<333333;1;-74.0638594;4.6727302;1.1079910660965442;1;2017-02-17 16:19:39;510>
<345676;1;-74.0634249;4.6737725;1.1079910660965442;1;2017-02-17 16:26:00;510>
<778111;1;-74.0633515;4.6741741;0.4665225495724082;1;2017-02-17 16:31:06;510>
<778111;1;-74.06299975700676;4.674155437387526;0.0;1;2017-02-17 16:36:06;510>
<778111;1;-74.0636713;4.6726631;0.11663063739310205;1;2017-02-17 16:43:49;510>
<778111;1;-74.0637926;4.6727231;1.555075107310295;1;2017-02-17 16:49:02;510>
<778111;1;-74.0636161;4.6726727;4.742979471227645;1;2017-02-17 16:55:38;510>
<778111;1;-74.063743;4.6726156;0.9136066776827574;1;2017-02-17 17:01:04;510>
<778111;1;-74.0638786;4.6725846;0.505399421462059;1;2017-02-17 17:06:45;510>
<778111;1;-74.0637669;4.6726267;0.9330450991448164;1;2017-02-17 17:12:08;510>
<456354;1;-74.0637747;4.6726479;1.5161982643861769;1;2017-02-17 17:17:18;510>
<778111;1;-74.0638869;4.6725965;0.6803453884137869;1;2017-02-17 17:22:43;510>
<778111;1;-74.0637663;4.6725549;1.2440601321930884;1;2017-02-17 17:27:46;510>
<333333;1;-74.0640619;4.6728224;1.1663063304827213;1;2017-02-17 17:33:05;510>
<778111;1;-74.0639996;4.672438;0.6609069669517278;1;2017-02-17 17:39:10;510>
<778111;1;-74.063856;4.6726226;0.7969760330482721;1;2017-02-17 17:44:16;510>
<778111;1;-74.0638802;4.6726122;0.6609069669517278;1;2017-02-17 17:50:05;510>
